# Nomina de emisores de valores de la CMF.
# fuente: https://www.cmfchile.cl/institucional/mercados/descargar_consulta?mercado=V&Estado=TO&entidad=RVEMI
# descargado: 2026-09-22
# filas: 1138
rut,dv,nombre,estado
90831000,4,SOCIEDAD AGRICOLA LA ROSA SOFRUCO S.A.,Vigente
90851000,3,BOSQUES E IND MADERERAS S.A. BIMA (EN LIQ),No Vigente
90856000,0,SANTANA S.A.,No Vigente
90874000,9,COLEGIO INGLES MACKAY S.A.,No Vigente
90879000,6,RADIO MINERIA S.A.,No Vigente
90906000,1,COLEGIO BRITANICO ST. MARGARET,Vigente
90915000,0,MANGANESOS ATACAMA S.A.,No Vigente
90933000,9,TEXTIL PROGRESO S.A.,No Vigente
90961000,1,SOCIEDAD ANONIMA CONSTRUCCION Y RENTA EN LIQUIDACION,No Vigente
90965000,3,INDUSTRIA NACIONAL DE NEUMATICOS S.A. EN LIQUIDACION,No Vigente
90972000,1,S. A. INMOBILIARIA CIRCULO ESPAÑOL,No Vigente
91000000,4,INDUSTRIA NACIONAL DE ALIMENTOS S.A.,No Vigente
91006000,7,GENERAL ELECTRIC DE CHILE S.A.,No Vigente
91021000,9,INVEXANS S.A.,No Vigente
91039000,7,INSTITUTO BIOQUIMICO BETA S.A.,No Vigente
91041000,8,VIÑA SAN PEDRO TARAPACA S.A.,Vigente
91044000,4,INMOBILIARIA ITALIANA S.A.,Vigente
91081000,6,ENEL GENERACION CHILE S.A.,Vigente
91107000,6,PREPARADORA DE FRUTA S.A.C. (LIQ),No Vigente
91115000,K,EDITORIAL ERCILLA S.A.,No Vigente
91119000,1,SOCIEDAD ANONIMA ESTADIO ESPAÑOL,Vigente
91123000,3,PESQUERA IQUIQUE - GUANAYE S.A.,No Vigente
91126000,K,AUTOMOVILISMO Y TURISMO S.A.,No Vigente
91143000,2,COMPAÑIA NACIONAL DE FUERZA ELECTRICA S.A.,No Vigente
91144000,8,EMBOTELLADORA ANDINA S.A.,Vigente
91149000,5,CLUB DE POLO Y EQUITACION SAN CRISTOBAL S.A.,No Vigente
91167000,3,COSTA S.A.,No Vigente
91168000,9,FORESTAL CARAMPANGUE S. A.,No Vigente
91170000,K,COMPAÑIA NACIONAL DE RENTAS S.A.,No Vigente
91176000,2,FORESTACION NACIONAL S.A. FORESTANAC,No Vigente
91196000,1,UNION INMOBILIARIA S.A.,Vigente
91209000,0,COMATEL S.A.,No Vigente
91212000,7,CIA AGRICOLA Y FORESTAL COPIHUE,No Vigente
91225000,8,ESTAB NOBIS S.A.I.,No Vigente
91237000,3,FERIA DE OSORNO S.A.,Vigente
91238000,9,TURISMO MIFESA S.A. (EN LIQ),No Vigente
91253000,0,AGRICOLA NACIONAL S.A.C. E I.,No Vigente
91257000,2,COMPAÑIA COMERCIAL S.A. CICOMA,No Vigente
91262000,K,SOCIEDAD DE DEPORTES PALESTINA S.A.,Vigente
91277000,1,LEFERSA ALIMENTOS S.A.,No Vigente
91297000,0,CAP S.A.,Vigente
91335000,6,INDURA S.A.,No Vigente
91337000,7,CEMENTO POLPAICO S.A.,Vigente
91338000,2,INMOBILIARIA DE DEPORTES ALGARROBO S.A.,Vigente
91341000,9,GLEISNER FERRETERIA INDUSTRIAL S.A.,No Vigente
91344000,5,COMPAÑIA ELECTRICA DEL LITORAL S.A.,Vigente
91350000,8,INMOBILIARIA SANTIAGO WANDERERS S.A.,Vigente
91355000,5,SOCIEDAD CRIADORES DE CABALLOS F S CARRERA TATTERSALL S A,No Vigente
91362000,3,MARINETTI S.A.,No Vigente
91364000,4,LECHERA DEL SUR S.A.,No Vigente
91384000,3,"SOCIEDAD ANONIMA MANUFACTURERA DE CAUCHO, TEJIDOS Y CUEROS CATECU S.A.",No Vigente
91387000,K,SOCIEDAD ANONIMA DE DEPORTES MANQUEHUE,Vigente
91398000,K,FRIGORIFICO OSORNO S.A.(EN LIQ.),No Vigente
91400000,9,ANDACOR S.A.,Vigente
91415000,0,INMOBILIARIA BAJOS DE MENA S.A. EN LIQUIDACION,No Vigente
91440000,7,FORESTAL MININCO S.A.,No Vigente
91444000,9,DEPORTIVA AUDAX S.A.,Vigente
91449000,6,COBRE CERRILLOS S.A.,No Vigente
91472000,1,CONSERVERA CAMBIASO EL VERGEL S.A.,No Vigente
91482000,6,IPAL S.A.,Vigente
91486000,8,ESTADIO ISRAELITA S.A.,Vigente
91488000,9,ALIMENTOS MARINOS S.A.,No Vigente
91492000,0,SOPROLE S.A.,No Vigente
91497000,8,CIA MINERA TAMAYA S.A.,No Vigente
91518000,0,BATA SOCIEDAD ANONIMA COMERCIAL,No Vigente
91524000,3,INDALUM S.A.,No Vigente
91527000,K,EMPRESA EL PEÑON S.A.,No Vigente
91533000,2,SOC ANON DE NAVEGACION PETROLERA,No Vigente
91548000,4,COLEGIO ALEMAN DE VILLA ALEMANA S.A.,No Vigente
91550000,5,EMPRESAS IANSA S.A.,Vigente
91553000,1,FORESTAL CONSTRUCTORA Y COMERCIAL DEL PACIFICO SUR S.A.,Vigente
91557000,3,INMOBILIARIA ITALIA HUMANITARIA S.A.,No Vigente
91559000,4,INMOBILIARIA IPA S.A.,No Vigente
91577000,2,MUELLES DE PENCO S.A.,No Vigente
91584000,0,PESQUERA SOPESA ALIMAR S.A.,No Vigente
91596000,6,SOCIEDAD ABASTECEDORA DE LA INDUSTRIA METALURGICA S.A.,No Vigente
91605000,3,INMOBILIARIA LIBANESA S.A.,Vigente
91622000,6,DEPORTIVA Y FORESTAL DE TALCA S.A.,Vigente
91643000,0,INVERSIONES NUTRAVALOR S.A.,Vigente
91656000,1,INDUSTRIAS FORESTALES S.A.,No Vigente
91658000,2,EMPRESA MINERA DE MANTOS BLANCOS S.A.,No Vigente
91670000,8,INVERSIONES HUELEN S.A.,No Vigente
91685000,K,NAVIERA CORONEL S.A.,No Vigente
91688000,6,SOCIEDAD DE RECREACION EL ARRAYAN S.A.,No Vigente
91692000,8,PRODUCTOS INDUSTRIALES DE CERAMICA S.A.,No Vigente
91694000,9,INMOBILIARIA ESTADIO COLO COLO S.A.,Vigente
91699000,6,MADERAS PRENSADAS CHOLGUAN S.A.,No Vigente
91705000,7,QUIÑENCO S.A.,Vigente
91717000,2,EMPRESAS JUAN YARUR SPA,Vigente
91744000,K,INMOBILIARIA DEPORTIVA UNION ESPAÑOLA S.A.,Vigente
91745000,5,OLD GRANGONIAN CLUB S.A.,Vigente
91746000,0,CLUB DE GOLF ROCAS DE SANTO DOMINGO S A,Vigente
91755000,K,CEMENTOS BIO BIO S.A.,No Vigente
91765000,4,CIA DISTRIB DE GAS DE MAGALLANES S.A. (EN LIQ),No Vigente
91770000,1,COLEGIO INGLES CATOLICO DE LA SERENA S.A,Vigente
91778000,5,INMOB TEMUCO S.A.,No Vigente
91810000,8,SPORTSMEN CLUB S.A.,No Vigente
91818000,1,INMOBILIARIA ESTADIO SIRIO S.A.,Vigente
91834000,9,SOCIEDAD INMOBILIARIA SOCIEDAD DE FOMENTO FABRIL S.A.,No Vigente
91836000,K,TERMAS DE PUYEHUE S.A.,No Vigente
91840000,1,MINERA MICHILLA S.A.,No Vigente
91841000,7,COLEGIOS FEDERICO FROEBEL S.A.,No Vigente
91853000,2,CAMPOS DEPORTIVOS LLACOLEN S.A.,Vigente
91869000,K,SOCIEDAD ANONIMA INMOBILIARIA CLUB DE CAMPO LA POSADA,Vigente
91873000,1,SADIA S.A.,Vigente
91877000,3,COMPAÑIA DE INVERSIONES HUASCO S.A.,No Vigente
91893000,0,FABRICA VICTORIA DE PUENTE ALTO S.A. TEXTIL,No Vigente
91962000,5,CLUB ATLETICO SANTIAGO S.A.,No Vigente
91986000,6,CONSTRUCTORA Y PROMOTORA CERVANTES S.A. EN LIQUIDACION,No Vigente
91994000,K,EDITORIAL MAGALLANES S.A. EN LIQUIDACION,No Vigente
92013000,3,SINTEX S.A.,No Vigente
92017000,5,SOMELA S.A.,No Vigente
92047000,9,COMPAÑIA DE TELEFONOS DE COYHAIQUE S.A.,No Vigente
92051000,0,INSTITUTO DE DIAGNOSTICO S.A.,Vigente
92056000,8,COLEGIO LA MAISONNETTE S.A.,No Vigente
92067000,8,S. A. INMOBILIARIA SPORT FRANCAIS,Vigente
92104000,8,GEOTERMICA DEL TATIO S.A. EN LIQUIDACION,No Vigente
92108000,K,SOPROCAL CALERIAS E INDUSTRIAS S.A.,Vigente
92119000,K,INDUSTRIAS TRICOLOR S.A.,No Vigente
92122000,6,INMOBILIARIA EL REFUGIO S.A.,No Vigente
92129000,4,CONSERVERA COPIHUE S.A.,No Vigente
92147000,2,WENCO S.A.,Vigente
92162000,4,VIVIENDAS ECONOMICAS BANINCO S.A.,Vigente
92165000,0,INFODEMA S. A.,Vigente
92191000,2,ORPI S.A. EN LIQUIDACION,Vigente
92216000,7,BATA CHILE S.A.,No Vigente
92220000,9,WATTS ALIMENTOS S.A.,No Vigente
92236000,6,EMPRESAS SANTA CAROLINA S.A.,No Vigente
92242000,9,ASFALTOS CHILENOS S.A.,No Vigente
92243000,4,GOLF Y DEPORTES LOMAS DE LA DEHESA S.A.,Vigente
92244000,K,ARMCO CHILE S.A.,No Vigente
92247000,6,EMPRESA CONSTRUCTORA DELTA S.A.,No Vigente
92257000,0,MASISA S.A.,No Vigente
92268000,0,INMOBILIARIA DE DEPORTES LA DEHESA S.A.,Vigente
92270000,1,INMOBILIARIA CASA DE ITALIA S.A.,Vigente
92287000,4,INMOBILIARIA CLUB CONCEPCION S.A.,Vigente
92299000,K,METALURGICA DEL SUR S.A. METALSUR,No Vigente
92305000,0,FABRICA DE PAPELES CARRASCAL S.A.,No Vigente
92317000,6,HIPODROMO DE ARICA S.A.,Vigente
92340000,1,GRUPO IMSA CHILE S.A.,No Vigente
92347000,K,SOCIEDAD PROCESADORA DE LECHE DEL SUR S.A.,No Vigente
92354000,8,SOC AGRIC Y LECHERA DE LONCOCHE S.A.,No Vigente
92411000,7,ESTADIO CROATA S.A.,Vigente
92412000,2,SOCIEDAD ANONIMA DE DEPORTES CACHAGUA,Vigente
92434000,2,BESALCO S.A.,Vigente
92448000,9,LABORATORIOS ANDROMACO S.A.,No Vigente
92458000,3,JOHNSONS S.A.,No Vigente
92461000,K,VIÑA UNDURRAGA S.A.,No Vigente
92484000,5,PESQUERA INDO S.A.,No Vigente
92512000,6,INMOBILIARIA LA REPUBLICA S.A.,Vigente
92544000,0,CINTAC S.A.,Vigente
92547000,7,EMPRESA PESQUERA CHILEMAR S.A.,No Vigente
92552000,4,INMOBILIARIA FRONTERA COUNTRY CLUB S.A. EN LIQUIDACIÓN,No Vigente
92580000,7,EMPRESA NACIONAL DE TELECOMUNICACIONES S.A.,Vigente
92593000,8,EMPRESAS PENTA S.A.,No Vigente
92604000,6,EMPRESA NACIONAL DEL PETROLEO,Vigente
92683000,7,CAPITALISA ADMINISTRADORA DE FONDOS MUTUOS S.A.,No Vigente
92701000,3,SOCIEDAD DE INVERSIONES JOSE MIGUEL CARRERA S.A.,No Vigente
92723000,3,"CORESA S.A. CONTENEDORES, REDES Y ENVASES",No Vigente
92770000,K,EMPRESA CONSTRUCTORA MOLLER Y PEREZ-COTAPOS S.A.,Vigente
92776000,2,MAQUINARIAS MACO S.A.C. E I.,No Vigente
92889000,7,METALURGICA CERRILLOS CONCEPCION S.A.,No Vigente
92970000,7,CEM S.A.,No Vigente
93007000,9,SOCIEDAD QUIMICA Y MINERA DE CHILE S.A.,Vigente
93039000,3,INMOBILIARIA ESPAÑA DE VALDIVIA S.A.,No Vigente
93065000,5,sociedad pesquera coloso s.a. en liquidación,No Vigente
93080000,7,SOC INTERAMERICANA DE COMERCIO S.A.,No Vigente
93169000,0,INMOBILIARIA URBANA S.A. EN LIQUIDACION,No Vigente
93228000,0,ESTADIO ISRAELITA MACCABI VIÑA DEL MAR S.A.,No Vigente
93253000,7,INMOBILIARIA UNION ESPAÑOLA VALPARAISO S.A.,No Vigente
93281000,K,COCA COLA EMBONOR S.A.,Vigente
93298000,2,EMBOTELLADORA GRANIC S.A.,No Vigente
93383000,4,LINEA AEREA DEL COBRE S.A.,No Vigente
93388000,1,INMOBILIARIA CRAIGHOUSE S.A.,No Vigente
93390000,2,MELON S.A.,No Vigente
93429000,3,LOS PARQUES S.A.,No Vigente
93458000,1,CELULOSA ARAUCO Y CONSTITUCION S.A.,Vigente
93470000,7,INMOBILIARIA YUGOSLAVA SOCIEDAD ANONIMA,Vigente
93473000,3,EMBOTELLADORAS COCA-COLA POLAR S.A.,No Vigente
93484000,3,ESTADIO ESPAÑOL DE CONCEPCION S.A.,Vigente
93493000,2,HOTELES CARRERA S. A.,No Vigente
93496000,9,LICORES Y PRODUCTOS DESPOUY S.A.C.,No Vigente
93501000,4,EMPRESAS CABO DE HORNOS S.A.,No Vigente
93506000,1,CIA QUIMICA METALURGICA QUIMETAL S.A.,No Vigente
93508000,2,INMOBILIARIA ARABE S.A.,No Vigente
93609000,1,CONSORCIO AGRO INDUSTRIAL DE MALLOA S.A,No Vigente
93628000,5,MOLIBDENOS Y METALES S. A.,Vigente
93655000,2,CIA DE INVERSIONES COPIAPO S.A.,No Vigente
93669000,9,SISTEMAS DE COMPUTACION S.A. SISTECO,No Vigente
93674000,6,COMERCIAL NACIONAL S.A.,No Vigente
93711000,6,CAMANCHACA S.A.,Vigente
93720000,5,FLORES Y KERSTING S.A.,No Vigente
93727000,3,COMPAÑIA DE INVERSIONES LA ESPAÑOLA S.A.,Vigente
93737000,8,GTD MANQUEHUE S.A.,Vigente
93750000,9,LEASING ANDINO S.A.,No Vigente
93756000,1,CORPORACION DE COMERCIO DESARROLLO Y FOMENTO CIDEF S.A.,No Vigente
93767000,1,FARMACIAS AHUMADA S.A.,No Vigente
93830000,3,COMPAÑIAS CIC S.A.,Vigente
93834000,5,CENCOSUD S.A.,Vigente
93838000,7,FORESTAL CHOLGUAN S.A.,No Vigente
93839000,2,SOC ELECTRO-INDUSTRIAL POLPAICO S.A.,No Vigente
93845000,5,JUGOS CONCENTRADOS S. A.,Vigente
93859000,1,EMBOTELLADORA DEL SOL S A,No Vigente
93930000,7,CLINICA LAS CONDES S.A.,Vigente
93957000,4,COMERCIAL E INDUSTRIAL CIC S.A.,No Vigente
93975000,2,INVERSIONES MAIHUE S.A. EN LIQUIDACION,No Vigente
94038000,6,MINAS EL TESORO S.A.,No Vigente
94044000,9,INVERSIONES SAN PATRICIO S.A.,No Vigente
94048000,0,ADMINISTRADORA BANCHILE DE FONDOS MUTUOS S.A.,No Vigente
94049000,6,INSTITUTO DE ESPECIALIDADES MEDICAS S.A.,No Vigente
94050000,1,GENERAL MOTORS FINANCIAL CHILE S.A.,Vigente
94082000,6,INVERSIONES SIEMEL S.A.,Vigente
94139000,5,INVERSIONES LA CONSTRUCCION S.A.,Vigente
94177000,2,CIA DE ACERO DE RENGO S.A.,No Vigente
94235000,7,ABASTECIMIENTOS CAP S.A.,No Vigente
94248000,8,ACERO COMERCIAL S.A.,No Vigente
94270000,8,ALMENDRAL S.A.,Vigente
94271000,3,ENEL AMERICAS S.A.,Vigente
94272000,9,AES ANDES S.A.,No Vigente
94306000,2,ESTADIO ESPAÑOL DE CURICO SOCIEDAD ANONIMA,Vigente
94478000,9,INDIVER S.A.,Vigente
94479000,4,SODIMAC UNO S.A.,No Vigente
94482000,0,EMPRESA HIDROELECTRICA PILMAIQUEN S.A.,No Vigente
94483000,6,EMPRESA HIDROELECTRICA PULLINQUE S.A.,No Vigente
94514000,3,LIGA INDEPENDIENTE DE FUTBOL S.A.,Vigente
94548000,9,SOCIEDAD EDUCACIONAL Y COLEGIO FRANCISCO DE MIRANDA S.A.,Vigente
94627000,8,PARQUE ARAUCO S.A.,Vigente
94637000,2,COMPAÑIA SIDERURGICA HUACHIPATO S.A.,No Vigente
94638000,8,COMPAÑIA MINERA DEL PACIFICO S.A.,No Vigente
94640000,9,EMPRESA ELECTRICA COLBUN MACHICURA S.A. (LIQ),No Vigente
94657000,1,RENTAEQUIPOS LEASING S.A.,No Vigente
94660000,8,MARITIMA DE INVERSIONES S.A.,Vigente
94675000,K,CLARO COMUNICACIONES S.A.,No Vigente
94685000,4,INMOBILIARIA STADIO ITALIANO S.A.,Vigente
94727000,1,GTD GRUPO TELEDUCTOS S.A.,Vigente
94827000,5,HOLDING UNIMARC S.A.,No Vigente
94840000,6,SOCOVESA S.A.,Vigente
94937000,3,CIA PESQUERA SAN PEDRO S.A.,No Vigente
95134000,6,GRUPO EMPRESAS NAVIERAS S.A.,Vigente
95276000,9,SOCIEDAD RECREATIVA Y DEPORTIVA UNIVERSIDAD DE CONCEPCION S.A.,Vigente
95277000,4,INMOB Y COMERCIAL VALENTIN LETELIER S.A. (LIQ.),No Vigente
95358000,4,COLEGIO CRAIGHOUSE S.A.,Vigente
95426000,3,DESARROLLOS TECNICOS S.A. (LIQ),No Vigente
95721000,7,SEGURAVITA S.A.,No Vigente
95816000,3,SOCIEDAD INMOBILIARIA VIÑA DEL MAR S.A.,Vigente
95819000,K,COSTANERA SOCIEDAD ANONIMA COMERCIAL E INDUSTRIAL,No Vigente
96233000,2,MACO INDUSTRIAL Y COMERCIAL S.A.,No Vigente
96416000,7,CHILETABACOS S.A.,No Vigente
96427000,7,INVERSIONES Y RENTAS S.A.,No Vigente
96439000,2,WALMART CHILE S.A.,No Vigente
96461000,2,INMOBILIARIA DEL GAS S.A.,No Vigente
96469000,6,ANDINOS S.A.,No Vigente
96500070,4,CIA DE CARBONES DE CHILE COCAR S.A.,No Vigente
96500110,7,FORESTAL COLCURA S.A.,No Vigente
96500980,9,VIDEO CHILE S.A.,No Vigente
96501440,3,SANTANDER CHILE HOLDING S.A.,No Vigente
96501450,0,ING SALUD S.A.,No Vigente
96502530,8,VIDA TRES S.A.,No Vigente
96504460,4,READY MIX S.A.,No Vigente
96504980,0,EMPRESA ELECTRICA PEHUENCHE S.A.,Vigente
96505550,9,LIGA DE DEPORTES LA REINA S.A.,Vigente
96505760,9,COLBUN S.A.,Vigente
96506770,1,SOCIEDAD DE CANALISTAS LA FORESTA DE APOQUINDO S.A.,Vigente
96507420,1,INVERSIONES INDUSTRIALES COLINA S.A. EN LIQUIDACION,No Vigente
96511530,7,SOCIEDAD DE INVERSIONES PAMPA CALICHERA S.A.,No Vigente
96511810,1,EMPRESA ELECTRICA PILMAIQUEN S. A.,No Vigente
96512070,K,ISAPRE COMPENSACION S.A.,No Vigente
96512190,0,FRUTICOLA VICONTO S.A.,Vigente
96512200,1,VIÑEDOS EMILIANA S.A.,Vigente
96513200,7,INVERSIONES UNION ESPAÑOLA S.A.,Vigente
96516150,3,SIPSA SOCIEDAD ANONIMA,No Vigente
96519000,7,WALMART CHILE INMOBILIARIA S.A.,No Vigente
96519150,K,QUIMICA Y METALURGICA TOCOPILLA S.A.,No Vigente
96519280,8,ANTARFISH S.A.,No Vigente
96519740,0,UNIMED S.A. ISAPRE MEDICA,No Vigente
96520850,K,INVERSIONES SANTIAGO S. A.,No Vigente
96522900,0,"CRÉDITOS, ORGANIZACIÓN Y FINANZAS S.A.",Vigente
96524230,9,INDUSTRIA FORESTAL NACIONAL S.A.,No Vigente
96524320,8,CHILECTRA S .A.,No Vigente
96524410,7,EMBOTELLADORAS CHILENAS UNIDAS S.A.,No Vigente
96526370,5,EDUCADORA SAN AGUSTIN DE MELIPILLA SOCIEDAD ANONIMA,Vigente
96527410,3,SOCIEDAD FORESTAL MILLALEMU S.A.,No Vigente
96528710,8,INSTITUTO DE SALUD PREVISIONAL PESQUERA CORAL S.A.,No Vigente
96528740,K,INVERTEC FOODS S.A.,No Vigente
96528990,9,BANMEDICA S.A.,No Vigente
96529340,K,NORTE GRANDE S.A.,No Vigente
96530470,3,CLINICA DAVILA Y SERVICIOS MEDICOS S.A.,No Vigente
96530650,1,INGENIERIA E INMOBILIARIA MANSO DE VELASCO S.A.,No Vigente
96531500,4,COMPAÑIA ELECTRICA OSORNO S.A.,No Vigente
96532830,0,PAMPA INVESTMENTS S.A.,Vigente
96533620,6,TERRANOVA S.A.,No Vigente
96535620,7,SANTANDER FACTORING S.A.,No Vigente
96538080,9,SOCIEDAD DE INVERSIONES CAMPOS CHILENOS S.A.,Vigente
96538230,5,PLAZA VESPUCIO S.A.,No Vigente
96541870,9,EMPRESA ELECTRICA DE IQUIQUE S.A.,No Vigente
96541920,9,EMPRESA ELECTRICA DE ANTOFAGASTA S.A.,No Vigente
96542000,2,LEASING DEL PROGRESO S.A.,No Vigente
96542120,3,EMPRESA ELECTRICA DE ARICA S.A.,No Vigente
96542300,1,INVERSIONES TRICAHUE S.A.,Vigente
96545420,9,"MAQUINARIAS, EQUIPOS E INSTALACIONES S.A.",No Vigente
96545600,7,EMPRESA DE TRANSPORTE FERROVIARIO S.A.,No Vigente
96547740,3,INGENIERIA Y PROYECTOS S.A.,No Vigente
96548490,6,MICARRIER TELECOMUNICACIONES S.A.,No Vigente
96550820,1,METALPAR S.A.,No Vigente
96551670,0,TELEFONICA LARGA DISTANCIA S.A.,No Vigente
96551980,7,INDUSTRIAS DE ALUMINIO S.A. INDALUM,No Vigente
96554690,1,INVERSIONES GAVILLA S.A.,No Vigente
96555360,6,PACIFICO V REGION S.A.,No Vigente
96556310,5,ANTARCHILE S.A.,Vigente
96556320,2,INVERSIONES INDOMAR S.A.,No Vigente
96556790,9,CARBONIFERA VICTORIA DE LEBU S.A. EN LIQUIDACION,No Vigente
96557330,5,CIA ELECTRICA DEL RIO MAIPO S.A.,No Vigente
96558770,5,INVER S.A.,No Vigente
96560660,2,MAINSTREAM SALMONES Y ALIMENTOS S.A.,No Vigente
96561420,6,CEMENTOS BIO BIO S.A.C.I.,No Vigente
96561430,3,INDUSTRIA NACIONAL DE CEMENTO S.A.,No Vigente
96561560,1,SOCIEDAD PUNTA DEL COBRE S.A.,Vigente
96563620,K,RABOINVESTMENTS CHILE SPA,No Vigente
96563630,7,BAYAS DEL SUR S.A.,No Vigente
96563820,2,REBRISA S.A.,Vigente
96563850,4,PORTUARIA PUCHOCO S.A.,No Vigente
96565060,1,SOCIEDAD INMOBILIARIA EDIFICIO ASTOR S.A.,No Vigente
96565580,8,CIA DE LEASING TATTERSALL S.A.,No Vigente
96566290,1,INVERSIONES INDUSTRIALES LO VALDES S.A.,No Vigente
96566900,0,NAVARINO S.A.,Vigente
96566940,K,AGENCIAS UNIVERSALES S.A.,No Vigente
96567040,8,COMPAÑÍA MINERA TECK QUEBRADA BLANCA S.A.,No Vigente
96567870,0,CHASE MANHATTAN LEASING S.A.,No Vigente
96568220,1,AGUAS LOS DOMINICOS S.A.,No Vigente
96568620,7,RIO VILAMA S.A. LIQUIDADA,No Vigente
96569390,4,EXPLOTACIONES SANITARIAS S.A.,No Vigente
96569460,9,INVERSIONES COVADONGA S.A.,Vigente
96569760,8,SOC INDUSTRIAL PIZARREÑO S.A.,No Vigente
96570430,2,INVERSIONES LA ITALIA S.A.,No Vigente
96572800,7,ISAPRE BANMEDICA S.A.,No Vigente
96573310,8,FORESTAL ARAUCO S.A.,No Vigente
96573780,4,CERAMICAS CORDILLERA S.A.,No Vigente
96574040,6,SOCIEDAD DE INVERSIONES NORTE SUR S.A.,Vigente
96578930,8,EMPRESA DE SERVICIOS SANITARIOS DEL LIBERTADOR S.A.,No Vigente
96579010,1,EMPRESA DE SERVICIOS SANITARIOS DE COQUIMBO S.A.,No Vigente
96579130,2,EMPRESA DE SERVICIOS SANITARIOS DE LA ARAUCANIA S.A.,No Vigente
96579150,7,EMPRESA DE SERVICIOS SANITARIOS DE AYSEN S.A.,No Vigente
96579190,6,EMPRESA DE SERVICIOS SANITARIOS DE TARAPACA S.A.,No Vigente
96579330,5,ESSBIO S.A.,No Vigente
96579410,7,EMPRESA CONCESIONARIA DE SERVICIOS SANITARIOS S.A.,No Vigente
96579730,0,ENAP SIPETROL S.A.,No Vigente
96579800,5,SURALIS S.A.,Vigente
96580010,7,EMPRESA DE SERVICIOS SANITARIOS DEL MAULE S.A.,No Vigente
96580140,5,EMPRESA DE SERVICIOS SANITARIOS DE MAGALLANES S.A.,No Vigente
96580160,K,EMPRESA DE SERVICIOS SANITARIOS DE ATACAMA S.A.,No Vigente
96582180,5,LEASING NACIONAL S.A.,No Vigente
96584930,0,CLARO 110 S.A.,No Vigente
96586840,2,INVERSIONES LASCAR S.A. EN LIQUIDACION,No Vigente
96589170,6,EMPRESA ELECTRICA PANGUE S.A.,No Vigente
96590780,7,INMOBILIARIA 3500 S.A.,No Vigente
96591040,9,EMPRESAS CAROZZI S.A.,Vigente
96592550,3,INVERSIONES INMOBILIARIAS PATRIMONIUM SOCIEDAD ANONIMA,No Vigente
96596540,8,INVERSIONES CMPC S.A.,Vigente
96596640,4,SOCIEDAD INMOBILIARIA Y DE MUTUOS INPRESA S.A.,No Vigente
96597390,7,COMPAÑIA SUD AMERICANA DE FERTILIZANTES S.A.,No Vigente
96602640,5,PUERTO VENTANAS S.A.,Vigente
96603740,7,SOCIEDAD DE ARTESANOS SANTA LUCIA S.A.,Vigente
96604380,6,GRUPO SECURITY S.A.,No Vigente
96608510,K,HABITAT INTERNACIONAL S.A.,No Vigente
96611610,2,CLUB DE CAMPO ARAUCO S.A.,Vigente
96618100,1,SOCIEDAD EDUCATIVA LEONARDO DA VINCI S.A.,Vigente
96621060,5,CB TRANSPORTE E INFRAESTRUCTURA S.A.,No Vigente
96621750,2,HIPERMARC S.A.,Vigente
96622450,9,INVERSIONES CHILEMAR,No Vigente
96622770,2,CIDEF S.A.,No Vigente
96623460,1,SANTANDER ASESORÍAS FINANCIERAS LIMITADA,No Vigente
96623490,3,MASISA CABRERO S.A.,No Vigente
96623640,K,ENVASES MULTIPACK S.A.,No Vigente
96625350,9,VALPARAISO LEASING S.A.,No Vigente
96626570,1,INCOFIN S.A.,Vigente
96627700,9,FCMI CHILE FINANCIAL CORPORATION A.S.,No Vigente
96629520,1,QUINTEC S.A.,No Vigente
96631610,1,CLARO 155 S.A.,No Vigente
96635540,9,CIA DE INVERSIONES LOS ALMENDROS S.A.,No Vigente
96635550,6,CIA DE INVERSIONES LUZ Y FUERZA S.A.,No Vigente
96635700,2,EMPRESA ELECTRICA GUACOLDA S.A.,No Vigente
96639200,2,INTERSANITAS S.A.,No Vigente
96640360,8,QUEMCHI S.A.,Vigente
96641050,7,CIA DE INVERSIONES CHISPA DOS S.A.,No Vigente
96641060,4,CIA DE INVERSIONES CHISPA UNO S.A.,No Vigente
96645260,9,VIÑA TARAPACA EX ZAVALA S.A.,No Vigente
96647810,1,EMPRESA DE TRANSPORTES DE SEÑALES S.A.,No Vigente
96648310,5,ALIANZA CHILENA DE LEASING S.A.,No Vigente
96648500,0,VITAL S.A.,No Vigente
96651060,9,SQM POTASIO S.A.,No Vigente
96652650,5,TRANSAM COMUNICACIONES S.A.,No Vigente
96653650,0,PLAZA OESTE S.A.,No Vigente
96653660,8,PLAZA DEL TREBOL S.A.,No Vigente
96655860,1,FACTORING SECURITY S.A.,Vigente
96659380,6,CIA NACIONAL DE TRANSMISION ELECTRICA S.A.,No Vigente
96660790,4,FACTOTAL S.A.,Vigente
96663020,5,INMOBILIARIA LEÑADURA S.A.,No Vigente
96663870,2,AGUAS QUINTA S.A.,No Vigente
96666690,0,EQUS S.A.,No Vigente
96667560,8,TANNER SERVICIOS FINANCIEROS S.A.,Vigente
96668060,1,AGUAS DE LILEN S.A.,No Vigente
96669080,1,FORESTAL COPIHUE S.A.,No Vigente
96671590,1,OHIGGINS CENTRAL HISPANOAMERICANO S.A.,No Vigente
96672160,K,TELEFONICA LARGA DISTANCIA S.A.,No Vigente
96673040,4,ENERGIA VERDE S.A.,No Vigente
96674330,1,TELEFONICA DEL SUR CARRIER S.A.,No Vigente
